mth,lusa_band,Provision_rate_current,Provision_rate_0_to_30,Provision_rate_30_to_60,Provision_rate_60_to_90,Provision_rate_90_to_120,Provision_rate_120_to_150,Provision_rate_150_to_180
0,"(0, 25]",0.279,0.501,0,0,0,0,0
1,"(0, 25]",0.152,0.885,0.671,0,0,0,0
2,"(0, 25]",0.094,0.603,1,0.638,0,0,0
3,"(0, 25]",0.169,0.494,1,1,0.638,0,0
4,"(0, 25]",0.118,0.596,0.982,1,1,0.638,0
5,"(0, 25]",0.103,0.511,0.911,0.945,0.991,1,0.638
6,"(0, 25]",0.069,0.49,0.73,0.918,0.984,0.995,1
7,"(0, 25]",0.144,0.343,0.9,0.966,0.947,0.984,0.995
8,"(0, 25]",0.052,0.685,0.897,1,0.846,0.947,1
9,"(0, 25]",0.084,0.332,1,1,1,0.852,0.952
10,"(0, 25]",0.091,0.434,0.566,0.994,1,1,0.962
11,"(0, 25]",0.037,0.275,0.989,0.803,1,1,1
12,"(0, 25]",0.025,0.29,0.71,1,0.803,1,1
13,"(0, 25]",0.055,0.136,1,0.966,1,0.803,1
14,"(0, 25]",0.055,0.452,0.477,0.88,1,1,0.823
15,"(0, 25]",0,0.25,0.581,0.41,1,1,1
16,"(0, 25]",0,0,0.385,0.922,0.416,1,1
17,"(0, 25]",0,0,0,0.473,1,0.433,1
18,"(0, 25]",0,0,0,0,0.473,1,0.46
19,"(0, 25]",0,0,0,0,0,0.473,1
20,"(0, 25]",0,0,0,0,0,0,1
21,"(0, 25]",0,0,0,0,0,0,0
22,"(0, 25]",0,0,0,0,0,0,0
23,"(0, 25]",0,0,0,0,0,0,0
24,"(0, 25]",0,0,0,0,0,0,0
25,"(0, 25]",0,0,0,0,0,0,0
26,"(0, 25]",0,0,0,0,0,0,0
27,"(0, 25]",0,0,0,0,0,0,0
28,"(0, 25]",0,0,0,0,0,0,0
29,"(0, 25]",0,0,0,0,0,0,0
30,"(0, 25]",0,0,0,0,0,0,0
0,"(100, 125]",0.119,0.377,0,0,0,0,0
1,"(100, 125]",0.094,0.64,1,0,0,0,0
2,"(100, 125]",0.088,0.472,0.934,0.866,0,0,0
3,"(100, 125]",0.101,0.433,0.869,0.975,0.862,0,0
4,"(100, 125]",0.057,0.499,0.822,0.987,0.963,0.862,0
5,"(100, 125]",0.072,0.272,0.999,1,0.983,0.954,1
6,"(100, 125]",0.058,0.398,0.688,0.975,0.989,0.988,0.954
7,"(100, 125]",0.048,0.296,0.752,0.814,0.911,1,0.991
8,"(100, 125]",0.076,0.292,0.763,0.883,0.866,0.98,1
9,"(100, 125]",0.038,0.37,0.682,1,0.909,0.906,1
10,"(100, 125]",0.042,0.232,0.835,0.912,1,0.944,1
11,"(100, 125]",0.056,0.247,0.601,0.926,0.918,1,0.993
12,"(100, 125]",0.025,0.352,0.459,0.813,0.934,0.924,1
13,"(100, 125]",0.023,0.169,0.682,0.599,0.821,0.938,0.971
14,"(100, 125]",0.004,0.147,0.533,0.72,0.608,0.921,0.937
15,"(100, 125]",0.008,0.033,0.314,0.674,0.773,0.681,0.931
16,"(100, 125]",0.01,0.065,0.076,0.523,0.691,0.814,0.821
17,"(100, 125]",0,0.069,0.117,0.098,0.534,0.713,0.918
18,"(100, 125]",0,0,0.18,0.135,0.094,0.684,0.986
19,"(100, 125]",0.002,0,0,0.237,0.163,0.117,0.838
20,"(100, 125]",0,0.021,0,0,0.307,0.198,0.188
21,"(100, 125]",0,0,0.181,0,0,0.353,1
22,"(100, 125]",0,0,0,0.468,0,0,0.363
23,"(100, 125]",0,0,0,0,1,0,0
24,"(100, 125]",0,0,0,0,0,1,0
25,"(100, 125]",0,0,0,0,0,0,1
26,"(100, 125]",0,0,0,0,0,0,0
27,"(100, 125]",0,0,0,0,0,0,0
28,"(100, 125]",0,0,0,0,0,0,0
29,"(100, 125]",0,0,0,0,0,0,0
0,"(125, 150]",0.116,0.665,0,0,0,0,0
1,"(125, 150]",0.117,0.605,1,0,0,0,0
2,"(125, 150]",0.081,0.592,0.933,0.998,0,0,0
3,"(125, 150]",0.076,0.417,1,0.908,0.953,0,0
4,"(125, 150]",0.061,0.381,0.861,1,0.883,0.953,0
5,"(125, 150]",0.059,0.304,0.825,0.971,1,0.886,0.953
6,"(125, 150]",0.068,0.335,0.766,0.891,0.964,1,0.894
7,"(125, 150]",0.055,0.385,0.753,0.937,0.905,1,1
8,"(125, 150]",0.033,0.32,0.819,0.91,0.937,0.937,1
9,"(125, 150]",0.046,0.212,0.678,0.932,0.867,0.997,0.973
10,"(125, 150]",0.053,0.288,0.561,0.851,0.979,0.938,1
11,"(125, 150]",0.037,0.322,0.63,1,0.863,1,0.984
12,"(125, 150]",0.028,0.236,0.67,0.806,1,0.932,1
13,"(125, 150]",0.021,0.182,0.619,0.793,0.838,1,0.946
14,"(125, 150]",0.012,0.134,0.592,0.809,0.889,0.898,1
15,"(125, 150]",0.006,0.084,0.287,0.78,0.849,0.959,0.979
16,"(125, 150]",0,0.057,0.193,0.342,0.778,0.942,0.985
17,"(125, 150]",0,0,0.215,0.276,0.411,0.786,0.952
18,"(125, 150]",0,0,0,0.242,0.311,0.678,0.929
19,"(125, 150]",0.006,0,0,0,0.299,0.384,0.897
20,"(125, 150]",0,0.041,0,0,0,0.408,0.593
21,"(125, 150]",0,0,0.167,0,0,0,0.921
22,"(125, 150]",0,0,0,0.166,0,0,0
23,"(125, 150]",0,0,0,0,0.708,0,0
24,"(125, 150]",0,0,0,0,0,1,0
25,"(125, 150]",0,0,0,0,0,0,1
26,"(125, 150]",0,0,0,0,0,0,0
27,"(125, 150]",0,0,0,0,0,0,0
28,"(125, 150]",0,0,0,0,0,0,0
29,"(125, 150]",0,0,0,0,0,0,0
30,"(125, 150]",0,0,0,0,0,0,0
0,"(150, 175]",0.099,0.464,0,0,0,0,0
1,"(150, 175]",0.071,0.534,0.81,0,0,0,0
2,"(150, 175]",0.094,0.436,0.882,0.927,0,0,0
3,"(150, 175]",0.067,0.488,0.9,0.989,0.839,0,0
4,"(150, 175]",0.078,0.353,1,0.944,0.963,0.839,0
5,"(150, 175]",0.048,0.373,0.784,0.988,0.928,0.984,0.885
6,"(150, 175]",0.044,0.249,0.784,0.854,0.962,0.952,0.994
7,"(150, 175]",0.072,0.234,0.689,0.91,0.859,0.986,1
8,"(150, 175]",0.069,0.385,0.615,0.836,0.916,0.893,1
9,"(150, 175]",0.048,0.358,0.808,0.786,0.886,0.979,0.95
10,"(150, 175]",0.044,0.269,0.769,1,0.942,0.935,1
11,"(150, 175]",0.064,0.265,0.599,0.957,1,0.96,0.945
12,"(150, 175]",0.023,0.355,0.662,0.718,0.944,1,1
13,"(150, 175]",0.014,0.164,0.706,0.732,0.736,0.955,1
14,"(150, 175]",0.003,0.112,0.422,0.762,0.798,0.809,1
15,"(150, 175]",0.008,0.021,0.303,0.554,0.781,0.832,1
16,"(150, 175]",0.007,0.071,0.065,0.355,0.564,0.891,0.926
17,"(150, 175]",0.001,0.053,0.304,0.08,0.354,0.829,0.963
18,"(150, 175]",0,0.006,0.154,0.507,0.094,0.432,1
19,"(150, 175]",0,0,0.011,0.196,0.738,0.103,0.515
20,"(150, 175]",0,0,0,0.02,0.239,0.832,0.177
21,"(150, 175]",0,0,0,0,0.027,0.366,1
22,"(150, 175]",0,0,0,0,0,0.027,0.366
23,"(150, 175]",0,0,0,0,0,0,0.118
24,"(150, 175]",0,0,0,0,0,0,0
25,"(150, 175]",0,0,0,0,0,0,0
26,"(150, 175]",0,0,0,0,0,0,0
27,"(150, 175]",0,0,0,0,0,0,0
28,"(150, 175]",0,0,0,0,0,0,0
29,"(150, 175]",0,0,0,0,0,0,0
30,"(150, 175]",0,0,0,0,0,0,0
0,"(175, 200]",0.1,0.15,0,0,0,0,0
1,"(175, 200]",0.087,0.625,0.53,0,0,0,0
2,"(175, 200]",0.071,0.478,0.98,0.551,0,0,0
3,"(175, 200]",0.071,0.447,0.99,1,0.683,0,0
4,"(175, 200]",0.049,0.426,0.816,0.958,0.987,0.683,0
5,"(175, 200]",0.047,0.352,0.888,0.885,0.917,0.997,0.683
6,"(175, 200]",0.044,0.301,0.793,0.874,0.965,0.948,1
7,"(175, 200]",0.022,0.352,0.746,0.884,0.909,0.99,0.993
8,"(175, 200]",0.039,0.173,0.755,0.833,0.887,0.96,1
9,"(175, 200]",0.03,0.255,0.501,0.873,0.811,0.922,1
10,"(175, 200]",0.022,0.204,0.673,0.944,1,0.915,0.969
11,"(175, 200]",0.027,0.152,0.58,0.829,0.98,1,0.964
12,"(175, 200]",0.017,0.201,0.427,0.809,0.832,1,1
13,"(175, 200]",0.016,0.137,0.606,0.699,0.838,0.856,1
14,"(175, 200]",0.004,0.126,0.395,0.76,0.763,0.854,0.868
15,"(175, 200]",0.013,0.037,0.387,0.549,0.808,0.856,0.968
16,"(175, 200]",0,0.101,0.124,0.669,0.665,0.975,1
17,"(175, 200]",0,0,0.251,0.195,0.696,0.814,1
18,"(175, 200]",0,0,0,0.421,0.255,0.905,0.911
19,"(175, 200]",0,0,0,0,0.455,0.321,0.918
20,"(175, 200]",0,0,0,0,0,0.78,0.498
21,"(175, 200]",0,0,0,0,0,0,0.976
22,"(175, 200]",0,0,0,0,0,0,0
23,"(175, 200]",0,0,0,0,0,0,0
24,"(175, 200]",0,0,0,0,0,0,0
25,"(175, 200]",0,0,0,0,0,0,0
26,"(175, 200]",0,0,0,0,0,0,0
27,"(175, 200]",0,0,0,0,0,0,0
28,"(175, 200]",0,0,0,0,0,0,0
29,"(175, 200]",0,0,0,0,0,0,0
30,"(175, 200]",0,0,0,0,0,0,0
0,"(200, 225]",0.055,0.42,0,0,0,0,0
1,"(200, 225]",0.054,0.422,0.731,0,0,0,0
2,"(200, 225]",0.063,0.428,0.774,0.709,0,0,0
3,"(200, 225]",0.045,0.378,0.936,0.846,0.801,0,0
4,"(200, 225]",0.047,0.295,0.873,1,0.873,0.801,0
5,"(200, 225]",0.068,0.303,0.816,0.952,0.965,0.911,0.824
6,"(200, 225]",0.043,0.357,0.824,0.927,0.953,0.981,0.94
7,"(200, 225]",0.039,0.268,0.845,0.928,0.925,0.982,1
8,"(200, 225]",0.025,0.245,0.616,0.882,0.951,0.949,1
9,"(200, 225]",0.033,0.183,0.642,0.804,0.917,0.976,0.974
10,"(200, 225]",0.021,0.231,0.554,0.836,0.889,1,1
11,"(200, 225]",0.022,0.15,0.595,0.724,0.891,0.955,1
12,"(200, 225]",0.022,0.178,0.466,0.83,0.762,0.92,1
13,"(200, 225]",0.009,0.149,0.491,0.562,0.904,0.816,0.951
14,"(200, 225]",0.009,0.056,0.373,0.619,0.585,0.979,0.86
15,"(200, 225]",0.005,0.072,0.224,0.539,0.732,0.751,1
16,"(200, 225]",0.004,0.048,0.22,0.286,0.59,0.785,0.945
17,"(200, 225]",0.001,0.032,0.142,0.282,0.312,0.637,0.944
18,"(200, 225]",0,0.011,0.097,0.244,0.328,0.393,0.688
19,"(200, 225]",0,0.004,0.03,0.13,0.302,0.513,0.433
20,"(200, 225]",0,0,0.017,0.05,0.253,0.572,0.834
21,"(200, 225]",0,0,0,0.046,0.103,0.598,0.889
22,"(200, 225]",0,0,0,0,0.05,0.105,0.602
23,"(200, 225]",0,0,0,0,0,1,1
24,"(200, 225]",0,0,0,0,0,0,1
25,"(200, 225]",0,0,0,0,0,0,0
26,"(200, 225]",0,0,0,0,0,0,0
27,"(200, 225]",0,0,0,0,0,0,0
28,"(200, 225]",0,0,0,0,0,0,0
29,"(200, 225]",0,0,0,0,0,0,0
0,"(225, 250]",0.08,0.233,0,0,0,0,0
1,"(225, 250]",0.051,0.521,0.558,0,0,0,0
2,"(225, 250]",0.042,0.395,0.844,0.553,0,0,0
3,"(225, 250]",0.051,0.331,0.838,0.924,0.688,0,0
4,"(225, 250]",0.041,0.382,0.754,0.916,0.952,0.708,0
5,"(225, 250]",0.044,0.286,0.807,0.968,0.913,0.961,0.708
6,"(225, 250]",0.035,0.28,0.71,0.897,0.935,0.957,0.97
7,"(225, 250]",0.042,0.255,0.69,0.862,0.903,0.974,0.972
8,"(225, 250]",0.033,0.282,0.616,0.85,0.887,0.938,1
9,"(225, 250]",0.035,0.253,0.656,0.8,0.922,0.924,0.971
10,"(225, 250]",0.021,0.301,0.682,0.879,0.937,0.997,0.988
11,"(225, 250]",0.02,0.161,0.66,0.83,0.898,0.968,1
12,"(225, 250]",0.017,0.13,0.522,0.885,0.885,0.933,1
13,"(225, 250]",0.011,0.136,0.392,0.77,0.921,0.931,1
14,"(225, 250]",0.006,0.095,0.341,0.491,0.791,1,0.942
15,"(225, 250]",0.005,0.06,0.352,0.459,0.51,0.868,1
16,"(225, 250]",0.002,0.042,0.192,0.472,0.484,0.758,0.951
17,"(225, 250]",0,0.02,0.112,0.232,0.512,0.543,0.777
18,"(225, 250]",0,0,0.059,0.181,0.302,0.586,0.657
19,"(225, 250]",0,0.003,0,0.109,0.224,0.301,0.801
20,"(225, 250]",0.001,0,0.011,0,0.13,0.329,0.456
21,"(225, 250]",0,0.022,0,0.055,0,0.365,0.66
22,"(225, 250]",0,0,0.059,0,0.063,0,0.437
23,"(225, 250]",0,0,0,0.107,0,0.121,0
24,"(225, 250]",0,0,0,0,1,0,1
25,"(225, 250]",0,0,0,0,0,1,0
26,"(225, 250]",0,0,0,0,0,0,1
27,"(225, 250]",0,0,0,0,0,0,0
28,"(225, 250]",0,0,0,0,0,0,0
29,"(225, 250]",0,0,0,0,0,0,0
30,"(225, 250]",0,0,0,0,0,0,0
0,"(25, 50]",0.133,0.708,0,0,0,0,0
1,"(25, 50]",0.199,0.674,0.938,0,0,0,0
2,"(25, 50]",0.154,0.72,0.892,1,0,0,0
3,"(25, 50]",0.087,0.57,1,0.915,1,0,0
4,"(25, 50]",0.091,0.35,0.976,1,0.965,0.877,0
5,"(25, 50]",0.098,0.37,0.679,1,1,0.967,0.877
6,"(25, 50]",0.209,0.443,0.56,0.781,1,1,0.967
7,"(25, 50]",0.072,0.646,0.882,0.809,0.982,1,1
8,"(25, 50]",0.113,0.321,0.937,0.958,0.778,0.982,1
9,"(25, 50]",0.102,0.437,0.521,1,1,0.778,1
10,"(25, 50]",0.049,0.562,0.855,0.725,1,1,0.821
11,"(25, 50]",0.041,0.302,0.852,0.904,0.848,1,1
12,"(25, 50]",0.046,0.296,0.547,1,0.946,0.992,1
13,"(25, 50]",0.014,0.258,0.774,0.775,0.967,1,1
14,"(25, 50]",0.026,0.112,0.46,0.925,0.927,1,1
15,"(25, 50]",0,0.177,0.735,0.605,0.803,0.927,1
16,"(25, 50]",0.013,0,0.234,0.815,0.738,0.81,0.949
17,"(25, 50]",0,0.081,0,0.301,0.876,0.745,0.973
18,"(25, 50]",0,0,0.192,0,0.36,0.973,0.975
19,"(25, 50]",0,0,0,0.285,0,0.402,1
20,"(25, 50]",0,0,0,0,0.683,0,0.415
21,"(25, 50]",0,0,0,0,0,0.683,0
22,"(25, 50]",0,0,0,0,0,0,0.683
23,"(25, 50]",0,0,0,0,0,0,0
24,"(25, 50]",0,0,0,0,0,0,0
25,"(25, 50]",0,0,0,0,0,0,0
26,"(25, 50]",0,0,0,0,0,0,0
27,"(25, 50]",0,0,0,0,0,0,0
28,"(25, 50]",0,0,0,0,0,0,0
29,"(25, 50]",0,0,0,0,0,0,0
0,"(250, 275]",0.07,0.224,0,0,0,0,0
1,"(250, 275]",0.047,0.466,0.768,0,0,0,0
2,"(250, 275]",0.06,0.34,0.91,0.719,0,0,0
3,"(250, 275]",0.043,0.423,0.754,0.928,0.798,0,0
4,"(250, 275]",0.042,0.327,0.916,0.863,0.925,0.829,0
5,"(250, 275]",0.047,0.298,0.748,0.986,0.858,0.943,0.829
6,"(250, 275]",0.033,0.329,0.695,0.881,1,0.895,0.973
7,"(250, 275]",0.034,0.258,0.706,0.835,0.919,1,0.92
8,"(250, 275]",0.035,0.239,0.696,0.84,0.893,0.95,1
9,"(250, 275]",0.022,0.246,0.688,0.868,0.88,0.95,0.978
10,"(250, 275]",0.018,0.178,0.594,0.879,0.928,0.932,1
11,"(250, 275]",0.022,0.142,0.453,0.783,0.949,0.969,0.984
12,"(250, 275]",0.017,0.175,0.35,0.693,0.807,1,1
13,"(250, 275]",0.016,0.147,0.483,0.452,0.768,0.836,1
14,"(250, 275]",0.008,0.147,0.368,0.687,0.453,0.804,0.915
15,"(250, 275]",0.005,0.078,0.382,0.495,0.723,0.485,0.995
16,"(250, 275]",0.001,0.054,0.213,0.504,0.583,0.85,0.605
17,"(250, 275]",0,0.007,0.125,0.322,0.57,0.621,0.926
18,"(250, 275]",0,0.004,0.018,0.184,0.358,0.853,0.668
19,"(250, 275]",0,0.006,0.015,0.022,0.266,0.405,0.921
20,"(250, 275]",0,0.005,0.036,0.03,0.035,0.382,0.539
21,"(250, 275]",0,0,0.03,0.158,0.08,0.064,0.888
22,"(250, 275]",0,0,0,0.027,0.158,0.091,0.064
23,"(250, 275]",0,0,0,0,0.04,1,0.594
24,"(250, 275]",0,0,0,0,0,0.047,1
25,"(250, 275]",0,0,0,0,0,0,0.047
26,"(250, 275]",0,0,0,0,0,0,0
27,"(250, 275]",0,0,0,0,0,0,0
28,"(250, 275]",0,0,0,0,0,0,0
29,"(250, 275]",0,0,0,0,0,0,0
30,"(250, 275]",0,0,0,0,0,0,0
0,"(275, 300]",0.058,0.289,0,0,0,0,0
1,"(275, 300]",0.049,0.494,0.658,0,0,0,0
2,"(275, 300]",0.039,0.377,0.833,0.665,0,0,0
3,"(275, 300]",0.04,0.324,0.818,0.906,0.626,0,0
4,"(275, 300]",0.037,0.319,0.736,0.93,0.886,0.693,0
5,"(275, 300]",0.032,0.29,0.753,0.862,0.897,0.928,0.764
6,"(275, 300]",0.033,0.245,0.703,0.929,0.878,0.923,0.976
7,"(275, 300]",0.026,0.275,0.709,0.841,0.879,0.929,0.974
8,"(275, 300]",0.022,0.199,0.632,0.78,0.842,0.939,0.981
9,"(275, 300]",0.021,0.189,0.503,0.763,0.808,0.889,0.985
10,"(275, 300]",0.035,0.174,0.589,0.725,0.829,0.879,0.954
11,"(275, 300]",0.016,0.273,0.488,0.873,0.767,0.94,0.931
12,"(275, 300]",0.015,0.15,0.572,0.575,0.891,0.875,0.988
13,"(275, 300]",0.007,0.14,0.426,0.796,0.619,0.978,0.915
14,"(275, 300]",0.005,0.083,0.362,0.569,0.815,0.763,1
15,"(275, 300]",0.014,0.057,0.263,0.544,0.577,0.873,0.861
16,"(275, 300]",0.005,0.146,0.178,0.419,0.646,0.688,0.95
17,"(275, 300]",0,0.045,0.425,0.232,0.468,0.748,0.833
18,"(275, 300]",0,0.006,0.101,0.4,0.321,0.596,0.86
19,"(275, 300]",0.003,0.002,0.02,0.163,0.434,0.365,0.727
20,"(275, 300]",0,0.041,0.008,0.034,0.292,0.679,0.547
21,"(275, 300]",0,0,0.158,0.012,0.058,0.43,0.993
22,"(275, 300]",0,0,0,0.231,0.012,0.074,0.433
23,"(275, 300]",0,0,0,0,0.387,0.024,0.158
24,"(275, 300]",0,0,0,0,0,0.713,1
25,"(275, 300]",0,0,0,0,0,0,0.713
26,"(275, 300]",0,0,0,0,0,0,0
27,"(275, 300]",0,0,0,0,0,0,0
28,"(275, 300]",0,0,0,0,0,0,0
29,"(275, 300]",0,0,0,0,0,0,0
30,"(275, 300]",0,0,0,0,0,0,0
0,"(300, 325]",0.044,0.135,0,0,0,0,0
1,"(300, 325]",0.039,0.384,0.447,0,0,0,0
2,"(300, 325]",0.038,0.353,0.765,0.539,0,0,0
3,"(300, 325]",0.032,0.318,0.769,0.795,0.494,0,0
4,"(300, 325]",0.026,0.299,0.737,0.863,0.84,0.597,0
5,"(300, 325]",0.026,0.223,0.777,0.897,0.835,0.898,0.699
6,"(300, 325]",0.027,0.197,0.651,0.886,0.927,0.884,0.97
7,"(300, 325]",0.023,0.249,0.551,0.89,0.939,0.985,0.941
8,"(300, 325]",0.021,0.191,0.573,0.63,0.906,0.985,1
9,"(300, 325]",0.023,0.194,0.531,0.743,0.64,0.931,1
10,"(300, 325]",0.023,0.197,0.599,0.684,0.829,0.722,1
11,"(300, 325]",0.022,0.211,0.534,0.736,0.769,0.983,0.824
12,"(300, 325]",0.01,0.196,0.543,0.791,0.825,0.883,1
13,"(300, 325]",0.015,0.091,0.54,0.616,0.899,0.924,0.97
14,"(300, 325]",0.005,0.131,0.316,0.659,0.685,0.955,0.941
15,"(300, 325]",0.005,0.053,0.343,0.379,0.743,0.782,1
16,"(300, 325]",0.006,0.056,0.203,0.459,0.425,0.799,0.897
17,"(300, 325]",0.003,0.062,0.21,0.256,0.527,0.481,0.891
18,"(300, 325]",0,0.031,0.192,0.324,0.34,0.699,0.834
19,"(300, 325]",0,0,0.084,0.289,0.459,0.429,0.858
20,"(300, 325]",0,0,0,0.13,0.455,0.711,0.809
21,"(300, 325]",0,0.012,0,0,0.206,0.705,0.977
22,"(300, 325]",0,0,0.034,0,0,0.21,0.819
23,"(300, 325]",0,0,0,0.058,0,0,0.632
24,"(300, 325]",0,0,0,0,0.115,0,0
25,"(300, 325]",0,0,0,0,0,0.117,0
26,"(300, 325]",0,0,0,0,0,0,1
27,"(300, 325]",0,0,0,0,0,0,0
28,"(300, 325]",0,0,0,0,0,0,0
29,"(300, 325]",0,0,0,0,0,0,0
30,"(300, 325]",0,0,0,0,0,0,0
0,"(325, 350]",0.038,0.199,0,0,0,0,0
1,"(325, 350]",0.033,0.355,0.498,0,0,0,0
2,"(325, 350]",0.03,0.298,0.671,0.49,0,0,0
3,"(325, 350]",0.033,0.268,0.711,0.783,0.637,0,0
4,"(325, 350]",0.032,0.271,0.791,0.838,0.791,0.71,0
5,"(325, 350]",0.029,0.256,0.694,0.94,0.88,0.805,0.769
6,"(325, 350]",0.022,0.238,0.672,0.817,0.945,0.928,0.852
7,"(325, 350]",0.024,0.225,0.62,0.85,0.846,1,1
8,"(325, 350]",0.029,0.192,0.518,0.742,0.849,0.893,1
9,"(325, 350]",0.018,0.236,0.513,0.7,0.785,0.943,0.946
10,"(325, 350]",0.017,0.172,0.612,0.671,0.792,0.843,1
11,"(325, 350]",0.01,0.173,0.467,0.74,0.738,0.835,0.881
12,"(325, 350]",0.016,0.106,0.517,0.67,0.766,0.922,0.956
13,"(325, 350]",0.009,0.175,0.332,0.696,0.715,0.925,0.995
14,"(325, 350]",0.004,0.093,0.436,0.488,0.743,0.758,0.983
15,"(325, 350]",0.012,0.043,0.231,0.61,0.548,0.783,0.888
16,"(325, 350]",0.003,0.135,0.138,0.309,0.621,0.648,0.869
17,"(325, 350]",0.001,0.028,0.365,0.26,0.381,0.719,0.903
18,"(325, 350]",0,0.011,0.098,0.519,0.283,0.449,0.877
19,"(325, 350]",0.001,0.006,0.045,0.147,0.642,0.374,0.575
20,"(325, 350]",0,0.023,0.021,0.068,0.228,0.765,0.534
21,"(325, 350]",0,0,0.103,0.062,0.158,0.351,0.874
22,"(325, 350]",0,0,0,0.143,0.063,0.159,0.352
23,"(325, 350]",0.004,0,0,0,0.296,0.098,0.5
24,"(325, 350]",0,0.173,0,0,0,1,1
25,"(325, 350]",0,0,0.56,0,0,0,1
26,"(325, 350]",0,0,0,1,0,0,0
27,"(325, 350]",0,0,0,0,1,0,0
28,"(325, 350]",0,0,0,0,0,1,0
29,"(325, 350]",0,0,0,0,0,0,1
30,"(325, 350]",0,0,0,0,0,0,0
0,"(350, 375]",0.035,0.149,0,0,0,0,0
1,"(350, 375]",0.029,0.355,0.519,0,0,0,0
2,"(350, 375]",0.029,0.264,0.709,0.557,0,0,0
3,"(350, 375]",0.029,0.273,0.656,0.772,0.569,0,0
4,"(350, 375]",0.028,0.255,0.644,0.751,0.84,0.744,0
5,"(350, 375]",0.024,0.256,0.612,0.808,0.797,0.866,0.908
6,"(350, 375]",0.021,0.203,0.679,0.792,0.865,0.873,0.937
7,"(350, 375]",0.023,0.193,0.497,0.846,0.849,0.933,0.948
8,"(350, 375]",0.024,0.203,0.476,0.676,0.859,0.882,1
9,"(350, 375]",0.023,0.194,0.504,0.677,0.729,0.903,0.966
10,"(350, 375]",0.019,0.203,0.56,0.652,0.753,0.849,0.998
11,"(350, 375]",0.014,0.184,0.527,0.717,0.719,0.838,0.95
12,"(350, 375]",0.011,0.137,0.489,0.723,0.797,0.832,0.982
13,"(350, 375]",0.012,0.092,0.473,0.709,0.783,0.861,0.963
14,"(350, 375]",0.004,0.12,0.251,0.609,0.751,0.827,0.923
15,"(350, 375]",0.003,0.041,0.348,0.346,0.668,0.892,0.971
16,"(350, 375]",0.002,0.035,0.147,0.507,0.465,0.751,1
17,"(350, 375]",0.001,0.026,0.07,0.226,0.585,0.52,0.826
18,"(350, 375]",0,0.012,0.095,0.165,0.286,0.941,0.691
19,"(350, 375]",0,0,0.043,0.165,0.212,0.432,1
20,"(350, 375]",0,0,0,0.067,0.256,0.56,0.545
21,"(350, 375]",0,0,0,0,0.14,0.549,1
22,"(350, 375]",0,0,0,0,0,0.141,0.587
23,"(350, 375]",0,0,0,0,0,0,0.676
24,"(350, 375]",0,0,0,0,0,0,0
25,"(350, 375]",0,0,0,0,0,0,0
26,"(350, 375]",0,0,0,0,0,0,0
27,"(350, 375]",0,0,0,0,0,0,0
28,"(350, 375]",0,0,0,0,0,0,0
29,"(350, 375]",0,0,0,0,0,0,0
30,"(350, 375]",0,0,0,0,0,0,0
0,"(375, 400]",0.044,0.277,0,0,0,0,0
1,"(375, 400]",0.03,0.392,0.74,0,0,0,0
2,"(375, 400]",0.025,0.297,0.704,0.744,0,0,0
3,"(375, 400]",0.026,0.237,0.703,0.79,0.761,0,0
4,"(375, 400]",0.026,0.246,0.67,0.881,0.814,0.834,0
5,"(375, 400]",0.024,0.229,0.62,0.789,0.931,0.866,0.874
6,"(375, 400]",0.02,0.212,0.607,0.781,0.805,0.969,0.905
7,"(375, 400]",0.018,0.197,0.528,0.818,0.851,0.9,0.989
8,"(375, 400]",0.016,0.149,0.542,0.634,0.82,0.947,0.964
9,"(375, 400]",0.019,0.154,0.367,0.698,0.696,0.881,1
10,"(375, 400]",0.013,0.175,0.424,0.594,0.751,0.771,0.971
11,"(375, 400]",0.011,0.123,0.528,0.553,0.679,0.845,0.826
12,"(375, 400]",0.011,0.11,0.372,0.805,0.63,0.806,0.972
13,"(375, 400]",0.006,0.098,0.342,0.541,0.903,0.671,0.918
14,"(375, 400]",0.009,0.063,0.289,0.492,0.605,0.94,0.825
15,"(375, 400]",0.003,0.078,0.186,0.439,0.523,0.739,1
16,"(375, 400]",0.007,0.036,0.275,0.295,0.524,0.601,0.858
17,"(375, 400]",0.002,0.064,0.121,0.404,0.314,0.622,0.912
18,"(375, 400]",0.002,0.029,0.166,0.162,0.474,0.472,0.7
19,"(375, 400]",0.001,0.032,0.082,0.255,0.191,0.558,0.637
20,"(375, 400]",0,0.012,0.135,0.15,0.293,0.429,0.763
21,"(375, 400]",0,0,0.076,0.328,0.242,0.814,1
22,"(375, 400]",0,0,0,0.07,0.324,0.25,0.854
23,"(375, 400]",0,0,0,0,0.111,0.581,0.37
24,"(375, 400]",0,0,0,0,0,0.533,1
25,"(375, 400]",0,0,0,0,0,0,0.533
26,"(375, 400]",0,0,0,0,0,0,0
27,"(375, 400]",0,0,0,0,0,0,0
28,"(375, 400]",0,0,0,0,0,0,0
29,"(375, 400]",0,0,0,0,0,0,0
30,"(375, 400]",0,0,0,0,0,0,0
0,"(400, 425]",0.032,0.172,0,0,0,0,0
1,"(400, 425]",0.025,0.293,0.429,0,0,0,0
2,"(400, 425]",0.027,0.247,0.608,0.46,0,0,0
3,"(400, 425]",0.024,0.254,0.633,0.734,0.463,0,0
4,"(400, 425]",0.021,0.22,0.67,0.786,0.795,0.56,0
