,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
rule 550+,main,liabi,future_payables,0.0,-79.61466622,-142.74779383,-179.05686232,-213.39834313,-243.1063349,-270.8014212,-292.30972592,-314.81343682,-336.61205515,-357.12718583,-377.27912098,-396.99293425,-410.17473156,-419.990395,-427.66884534,-434.0137894,-439.35123737,-444.01771528,-448.18859773,-452.03369768,-455.7104267,-459.36055716,-463.02196125,-466.73448624,-470.49699492,-472.78715876,-474.30011995,-475.33675688,-476.05815235,-476.55733848,-476.90116138,-477.13111986,-477.28262347,-477.38973223,-477.48426201,-477.5741793,-477.66839833,-477.76647113,-477.86823642,-477.9736117,-478.08259685,-478.19519179,-478.31139647,-478.43121086,-478.55463496,-478.68166883,-478.81231252,-478.94656615,-479.08442984,-479.22590376,-479.37098811,-479.5196831,-479.67198899,-479.82790607,-479.98743466,-480.15057509,-480.31732775,-480.48769304,-480.6616714,-480.83926329,-481.02046921,-481.20528968,-481.39372525,-481.58577651,-481.78144408,-481.98072858,-482.1836307,-482.39015113,-482.6002906,-482.81404986,-483.0314297,-483.25243093,-483.4770544,-483.70530097,-483.93717153,-484.17266702,-484.41178839,-484.65453662,-484.90091271,-485.1509177,-485.40455265,-485.66181866,-485.92271684,-486.18724832,-486.45541429,-486.72721594,-487.0026545,-487.2817312,-487.56444734,-487.8508042,-488.14080313,-488.43444546,-488.73173259,-488.78918872,-488.96336049,-488.95056195,-489.07918046,-489.04117533,-300.08455814,-198.01859931,-133.60356416,-89.41213222,-58.52508901,-36.90526851,-21.05863469,-10.03574144,-3.54269485,-1.20467519,-2.54e-05,-2.54e-05,-2.54e-05
rule 550+,main,pandl,collections_costs,0.0,0.0,0.09791524,0.88557968,1.66039149,2.43884343,3.24963871,4.06783145,4.83590462,5.63498687,6.42184731,7.16581636,7.90616846,8.60134841,9.26244767,9.91170107,10.50541052,11.10292383,11.68800143,12.26096498,12.82212604,13.37178637,13.91023837,14.43776536,14.95464193,15.4611343,15.95750054,16.44399093,16.9208482,17.38830781,17.85216449,18.31244878,18.76919094,19.22242096,19.67216855,20.11846318,20.56133403,21.00081004,21.43691989,21.86969198,22.29915448,22.72533531,23.14826213,23.56796235,23.98446315,24.39779145,24.80797396,25.21503711,25.61900714,26.01991001,26.41777149,26.81261709,27.20447212,27.59336165,27.97931052,28.36234336,28.74248459,29.11975839,29.49418875,29.86579943,30.23461398,30.60065576,30.96394789,31.32451332,31.68237478,32.03755478,32.39007568,32.73995959,33.08722846,33.43190403,33.77400785,34.11356127,34.45058548,34.78510146,35.11713001,35.44669174,35.77380708,36.09849631,36.42077947,36.74067649,37.05820708,37.37339079,37.686247,37.99679491,38.30505357,38.61104185,38.91477845,39.21628191,39.51557061,39.81266277,40.10757645,40.40032953,40.69093978,40.97942476,41.26580192,41.55008853,41.83230172,42.11245847,42.3905756,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981,42.66666981
rule 550+,main,pandl,cost_fee_swipe,0.0,0.19823097,0.47377779,0.76177831,1.08105881,1.42585618,1.79781903,2.18442955,2.59576539,3.03226791,3.49379748,3.97937626,4.4885276,5.00586367,5.52942683,6.05844358,6.5926828,7.13189832,7.6759324,8.22472827,8.77822707,9.33637882,9.89914465,10.46655615,11.03864419,11.61546782,12.19336622,12.77191641,13.35096013,13.9304326,14.5102758,15.09044934,15.67092991,16.25169827,16.83273611,17.41402664,17.9955691,18.57736211,19.15941059,19.74171928,20.32429286,20.90713594,21.49025317,22.07364916,22.65732856,23.24129599,23.82555611,24.41011354,24.99497294,25.58013895,26.16561622,26.7514094,27.33752315,27.92396212,28.51073097,29.09783437,29.68527698,30.27306348,30.86119852,31.4496868,32.03853299,32.62774177,33.21731782,33.80726583,34.3975905,34.98829652,35.57938858,36.17087139,36.76274966,37.35502809,37.94771139,38.54080428,39.13431149,39.72823772,40.32258771,40.9173662,41.5125779,42.10822757,42.70431995,43.30085977,43.8978518,44.49530078,45.09321147,45.69158864,46.29043705,46.88976147,47.48956667,48.08985745,48.69063857,49.29191483,49.89369102,50.49597193,51.09876238,51.70206715,52.30535058,52.90908506,53.51278628,54.11693471,54.7210597,54.84824204,54.91694028,54.96029655,54.99004079,55.01083014,55.02538194,55.03604795,55.0434672,55.04783752,55.04941119,55.05022201,55.05022201,55.05022201
rule 550+,main,pandl,cost_fee_volume,0.0,0.43434375,1.02909485,1.64202521,2.31791618,3.04458872,3.8258789,4.63507299,5.49456051,6.40485454,7.36555566,8.37491963,9.43198332,10.50444881,11.5891036,12.68467485,13.79088144,14.90730541,16.03370842,17.17001651,18.31614885,19.47203966,20.63764192,21.81302668,22.99826399,24.19347124,25.39072325,26.58932863,27.78903827,28.98975916,30.19139651,31.39388502,32.59718788,33.80127518,35.00611849,36.21169195,37.41799652,38.62503212,39.83280918,41.04133785,42.25062817,43.46069011,44.67153366,45.8831688,47.09560553,48.30885384,49.52292377,50.73782532,51.95356854,53.17016345,54.38762013,55.60594862,56.825159,58.04526135,59.26626575,60.48818232,61.71102115,62.93479238,64.15950613,65.38517255,66.61180179,67.839404,69.06798937,70.29756808,71.52815032,72.75974631,73.99236625,75.22602039,76.46071895,77.6964722,78.93329038,80.17118379,81.41016271,82.65023743,83.89141827,85.13371555,86.37713961,87.62170078,88.86740944,90.11427595,91.3623107,92.61152409,93.86192653,95.11352843,96.36634025,97.62037241,98.8756354,100.13213968,101.38989574,102.64891409,103.90920524,105.17077972,106.43364807,107.69782086,108.96222243,110.22782856,111.49365227,112.76068005,114.02795051,114.24052671,114.35535091,114.42781783,114.47753319,114.51228111,114.53660341,114.55443087,114.56683163,114.57413631,114.57676658,114.57812181,114.57812181,114.57812181
rule 550+,main,pandl,fx_spread_rev_taxes,0.0,0.02475314,0.05699829,0.08861,0.12278758,0.15891916,0.19726439,0.23643172,0.27775366,0.32117625,0.36665957,0.41417725,0.46368927,0.51361498,0.56396867,0.61475516,0.66599973,0.7177008,0.76986447,0.82249576,0.87559889,0.92917811,0.98323776,1.0377822,1.09281589,1.1483433,1.20393039,1.25958089,1.31529853,1.37108697,1.42694672,1.48287832,1.5388823,1.59495917,1.65110948,1.70733375,1.76363252,1.82000631,1.87645566,1.93298111,1.98958319,2.04626245,2.10301941,2.15985462,2.21676862,2.27376195,2.33083516,2.38798878,2.44522337,2.50253947,2.55993764,2.61741841,2.67498234,2.73262998,2.79036189,2.84817861,2.90608071,2.96406874,3.02214326,3.08030483,3.13855401,3.19689135,3.25531743,3.31383281,3.37243805,3.43113372,3.4899204,3.54879864,3.60776902,3.66683211,3.72598849,3.78523872,3.8445834,3.90402309,3.96355838,4.02318984,4.08291805,4.14274361,4.20266709,4.26268909,4.32281018,4.38303096,4.44335202,4.50377394,4.56429734,4.62492279,4.68565089,4.74648225,4.80741746,4.86845712,4.92960184,4.99085222,5.05220886,5.11367237,5.17519942,5.23683477,5.29853575,5.36034645,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487,5.42222487
rule 550+,main,pandl,fx_spread_revenues,0.0,-0.53232558,-1.22576978,-1.90559141,-2.64059314,-3.41761641,-4.24224485,-5.0845531,-5.97319707,-6.9070161,-7.88515213,-8.9070376,-9.9718123,-11.04548335,-12.12835851,-13.22054113,-14.32257478,-15.43442591,-16.55622521,-17.6880809,-18.83008356,-19.98232495,-21.144898,-22.31789688,-23.50141695,-24.69555484,-25.89097603,-27.08776117,-28.28598998,-29.48574125,-30.68702628,-31.8898564,-33.09424294,-34.30019727,-35.50773078,-36.71685488,-37.92758101,-39.13992062,-40.35388521,-41.56948628,-42.78673537,-44.00564403,-45.22622384,-46.44848642,-47.6724434,-48.89810644,-50.12548721,-51.35459743,-52.58544884,-53.81805319,-55.05242226,-56.28856788,-57.52650189,-58.76623613,-60.00778252,-61.25115297,-62.49635941,-63.74341383,-64.99232823,-66.24311462,-67.49578508,-68.75035167,-70.00682651,-71.26522173,-72.52554951,-73.78782203,-75.05205152,-76.31825023,-77.58643044,-78.85660446,-80.12878462,-81.4029833,-82.67921289,-83.95748582,-85.23781453,-86.52021152,-87.80468931,-89.09126043,-90.37993747,-91.67073302,-92.96365973,-94.25873027,-95.55595733,-96.85535364,-98.15693197,-99.4607051,-100.76668586,-102.07488711,-103.38532173,-104.69800264,-106.0129428,-107.33015519,-108.64965282,-109.97144875,-111.29461125,-112.62010252,-113.94700544,-115.27626769,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656,-116.60698656
rule 550+,main,pandl,i_fee_rev_taxes,0.0,0.37386614,0.90895047,1.48087349,2.11928543,2.81292288,3.56440566,4.34930364,5.185889,6.0756996,7.01863599,8.01228089,9.05563923,10.11827871,11.19490266,12.2834248,13.38306398,14.49317785,15.61330823,16.7432711,17.88288146,19.03197757,20.19042681,21.35828357,22.53559989,23.72250238,24.91199918,26.10294158,27.29488477,28.48763266,29.68102797,30.87496026,32.06936446,33.26418635,34.45937416,35.65488011,36.85069911,38.04682434,39.24326575,40.44003277,41.63713469,42.83458067,44.03237984,45.23054136,46.42907437,47.62798803,48.82729148,50.02699388,51.22710439,52.42763216,53.62858635,54.82997611,56.03181062,57.23409903,58.4368505,59.64007421,60.84377933,62.04797502,63.25267046,64.45787483,65.6635973,66.86984705,68.07663328,69.28396516,70.49185189,71.70030265,72.90932664,74.11893306,75.32913112,76.53993,77.75133893,78.9633671,80.17602374,81.38931807,82.60325929,83.81785664,85.03311935,86.24905664,87.46567775,88.68299192,89.90100839,91.11973642,92.33918524,93.55936412,94.78028232,96.00194909,97.22437371,98.44756546,99.6715336,100.89628741,102.12183619,103.34818923,104.57535582,105.80334526,107.03105443,108.25940984,109.48743988,110.71609752,111.9444425,112.28243865,112.46500913,112.58023153,112.65927895,112.71452815,112.7532006,112.78154627,112.80126347,112.81287791,112.81706004,112.81921486,112.81921486,112.81921486
rule 550+,main,pandl,i_fee_revenues,0.0,-3.32325459,-8.07955975,-13.16331989,-18.83809268,-25.00375898,-31.68360588,-38.66047679,-46.09679114,-54.00621867,-62.3878755,-71.22027456,-80.49457095,-89.94025517,-99.51024584,-109.18599824,-118.96056875,-128.82824755,-138.78496201,-148.82907644,-158.9589463,-169.17313396,-179.47046054,-189.8514095,-200.31644351,-210.86668786,-221.43999268,-232.02614739,-242.621198,-253.22340142,-263.8313597,-274.44409121,-285.06101738,-295.68165643,-306.30554807,-316.93226768,-327.56176985,-338.19399411,-348.82902885,-359.46695792,-370.10786392,-380.75182814,-391.3989319,-402.0492565,-412.70288328,-423.35989356,-434.02036871,-444.68439008,-455.35203904,-466.02339699,-476.69854532,-487.37756546,-498.06053884,-508.74754691,-519.43867114,-530.13399301,-540.83359403,-551.53755573,-562.24595964,-572.95888735,-583.67642042,-594.39864048,-605.12562915,-615.85746809,-626.59423899,-637.33602354,-648.08290348,-658.83496056,-669.59227658,-680.35493334,-691.12301268,-701.89659647,-712.67576661,-723.46060503,-734.2511937,-745.0476146,-755.84994975,-766.65828122,-777.4726911,-788.29326151,-799.12007461,-809.95321259,-820.7927577,-831.63879219,-842.49139838,-853.3506586,-864.21665524,-875.08947073,-885.96918752,-896.85588811,-907.74965506,-918.65057094,-929.55871838,-940.47418006,-951.3871505,-962.30586521,-973.22168779,-984.14308909,-995.0617111,-998.06612132,-999.68897006,-1000.71316912,-1001.41581289,-1001.90691688,-1002.25067202,-1002.5026335,-1002.6778975,-1002.78113694,-1002.81831146,-1002.83746539,-1002.83746539,-1002.83746539
rule 550+,main,pandl,interest_expense,0.0,0.0,0.20982404,0.63242403,1.26976454,2.03272659,2.93136671,3.96977868,5.3490705,7.0634369,9.10397474,11.45643865,14.11624028,16.83564843,19.61727779,22.45601562,25.35686278,28.31511567,31.33956313,34.41894208,37.5465288,40.71776952,43.92086367,47.13408205,50.34471725,53.53826304,56.71498383,59.87288136,63.00857859,66.12413654,69.22163155,72.30340385,75.36952711,78.42007483,81.45512031,84.47473663,87.47899666,90.4679731,93.44173841,96.40036483,99.34392442,102.27248901,105.18613021,108.08491941,110.96892779,113.83822631,116.69288571,119.53297648,122.35856891,125.16973307,127.96653878,130.74905564,133.51735302,136.27150005,139.01156565,141.73761848,144.44972698,147.14795935,149.83238355,152.50306729,155.16007808,157.80348314,160.43334949,163.04974388,165.65273283,168.24238262,170.81875928,173.38192859,175.9319561,178.4689071,180.99284663,183.5038395,186.00195027,188.48724322,190.95978242,193.41963168,195.86685455,198.30151433,200.72367409,203.13339662,205.53074448,207.91577997,210.28856514,212.64916016,214.99761561,217.33397346,219.65827629,221.97057854,224.27094478,226.55943929,228.83612606,231.10106878,233.35433083,235.59597531,237.826065,240.0446624,242.2518257,244.44734807,246.63073306,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307,246.63073307
rule 550+,main,pandl,interest_income,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5e-08,-7e-08,-9e-08,-1e-07,-1.1e-07,-1.1e-07,-1.2e-07,-1.2e-07,-1.2e-07,-1.2e-07,-1.2e-07,-1.2e-07,-1.2e-07,-1.2e-07
rule 550+,main,pandl,interest_rev_taxes,0.0,0.0031706,0.06747964,0.19700245,0.39234115,0.62618164,0.90160614,1.21986937,1.64260896,2.16804568,2.79345078,3.5144582,4.32966166,5.16313394,6.01567643,6.8857221,7.77480368,8.68147957,9.60844345,10.55224329,11.51081836,12.48277295,13.46449031,14.44931065,15.43333927,16.41213015,17.38576433,18.35362936,19.31469022,20.26957858,21.21893083,22.16346421,23.10320132,24.03816468,24.96837674,25.89385992,26.81463655,27.73072891,28.64215919,29.54894956,30.45112209,31.3486988,32.24170163,33.13015247,34.01407313,34.89348535,35.76841083,36.63887117,37.50488791,38.36648252,39.2236764,40.07649089,40.92494725,41.76906666,42.60887025,43.44437906,44.27561407,45.10259618,45.92534622,46.74388494,47.55823303,48.3684111,49.17443969,49.97633925,50.77413017,51.56783277,52.35746728,53.14305387,53.92461263,54.70216355,55.4757266,56.24532161,57.01096838,57.77268662,58.53049596,59.28441595,60.03446608,60.78066574,61.52303426,62.2615909,62.99635482,63.72734511,64.4545808,65.17808033,65.8978592,66.61393027,67.3263066,68.03500486,68.74004485,69.44144627,70.13922873,70.83341175,71.52401477,72.2110571,72.89455801,73.57453664,74.25101083,74.92391719,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357,75.59310357
rule 550+,main,pandl,interest_revenues,0.0,-0.06818502,-1.45117509,-4.23661191,-8.43744417,-13.46627188,-19.38937943,-26.2337498,-35.32492392,-46.62463817,-60.07421022,-75.57974623,-93.11100347,-111.03513855,-129.36938549,-148.08004518,-167.20007919,-186.69848533,-206.63319238,-226.92996332,-247.54448078,-268.44673013,-289.55893143,-310.73786342,-331.8997692,-352.94903541,-373.88740491,-394.70170672,-415.3696821,-435.90491569,-456.32109304,-476.63363896,-496.84303914,-516.949778,-536.95433859,-556.85720266,-576.6588506,-596.35976142,-615.96041277,-635.4612809,-654.86284067,-674.16556552,-693.36992747,-712.4763971,-731.48544356,-750.39753451,-769.21313619,-787.93271333,-806.55672918,-825.08564552,-843.51992259,-861.86001914,-880.1063924,-898.25949808,-916.31979032,-934.28772176,-952.16374346,-969.94830493,-987.64185412,-1005.24483742,-1022.75769961,-1040.18088392,-1057.51483198,-1074.75998381,-1091.91677787,-1108.98565097,-1125.96703835,-1142.8613736,-1159.66908872,-1176.39061408,-1193.02637841,-1209.57680884,-1226.04233083,-1242.42336823,-1258.72034322,-1274.93367638,-1291.06378661,-1307.11109117,-1323.07600567,-1338.95894406,-1354.76031864,-1370.48054006,-1386.1200173,-1401.67914695,-1417.15826242,-1432.55764026,-1447.87756121,-1463.11838401,-1478.28053433,-1493.36443586,-1508.37051033,-1523.29917751,-1538.15085519,-1552.92595922,-1567.62490348,-1582.24809989,-1596.79593193,-1611.26703642,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412,-1625.6581412
rule 550+,main,pandl,operational_costs,0.0,1.77139821,5.18665722,8.76366586,12.42522659,16.10598464,19.78663219,23.4725612,27.1308733,30.76198739,34.36763402,37.94787307,41.50454594,45.03902803,48.55174574,52.0450121,55.51858902,58.9729401,62.40851767,65.82576306,69.22510703,72.60697,75.97176246,79.31988522,82.6517297,85.96767827,89.26810444,92.5533732,95.82384125,99.07961,102.32078011,105.54745143,108.75972307,111.95769336,115.14145987,118.31111942,121.46676809,124.60850122,127.7364134,130.85059853,133.95114975,137.0381595,140.11171952,143.17192083,146.21885376,149.25260795,152.27327236,155.28093525,158.27568423,161.25760621,164.22678746,167.18331359,170.12726955,173.05873965,175.97780754,178.88455625,181.77906817,184.66142508,187.53170811,190.38999779,193.23637404,196.07091618,198.8937029,201.70481233,204.50432198,207.29230879,210.0688491,212.8340187,215.58789278,218.33054598,221.06205237,223.78248545,226.49191819,229.19042299,231.87807172,234.55493568,237.22108567,239.87659194,242.52152422,245.15595169,247.77994304,250.39356644,252.99688954,255.58997948,258.1729029,260.74572597,263.30851431,265.86133309,268.40424698,270.93732017,273.46061637,275.9741988,278.47813024,280.97247297,283.45728883,285.93263918,288.39858493,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655,290.85518655
rule 550+,main,pandl,partner_bank_credit_issuance_cost,0.0,0.00226769,0.04826302,0.14090081,0.28061171,0.44786001,0.6448502,0.87247967,1.17483316,1.5506381,1.99794283,2.51362465,3.09667774,3.69279712,4.30255598,4.92483354,5.56072603,6.2092024,6.87218923,7.54721755,8.23281345,8.92797872,9.63012656,10.33449372,11.03829463,11.73834937,12.43471593,13.12695625,13.81433005,14.49728915,15.17628868,15.85184164,16.52396419,17.19267244,17.85798246,18.51991026,19.17847182,19.83368308,20.48555991,21.13411816,21.77937363,22.42134205,23.06003912,23.6954805,24.32768179,24.95665854,25.58242626,26.2050004,26.82439637,27.44062954,28.05371519,28.6636686,29.27050497,29.87423945,30.47488715,31.07246312,31.66698237,32.25845983,32.84691043,33.43234898,34.0147903,34.59424912,35.17074012,35.74427795,36.31487718,36.88255235,37.44731792,38.00918832,38.56817791,39.12430102,39.67757189,40.22800473,40.77561369,41.32041287,41.86241632,42.401638,42.93809187,43.47179179,44.0027516,44.53098504,45.05650585,45.57932767,46.0994641,46.61692835,47.13173148,47.64388272,48.15339138,48.6602694,49.16453093,49.66619008,50.16526086,50.66175723,51.1556931,51.64708228,52.13593855,52.6222756,53.10610619,53.58738499,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316,54.06600316
rule 550+,main,pandl,recognized_losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77631234,7.24891081,13.80256119,20.59908409,28.06238777,36.26256126,44.8910197,54.53232452,64.49894758,74.13828719,84.01958119,94.01230717,104.21928175,114.8999209,125.24149901,136.20927531,147.49720845,158.91217296,170.27264683,181.57703451,192.82385013,204.01171189,215.13933653,226.20553462,237.20920544,248.14933267,259.0249799,269.83528659,280.7099603,291.64736426,302.64588568,313.70393542,324.81994767,335.99237972,347.21971157,358.50044574,369.83310688,381.21624157,392.64841799,404.12822567,415.65427518,427.22519789,438.83964571,450.49629078,462.19382526,473.93096104,485.70642949,497.51898122,509.36738582,521.25043162,533.16692542,545.11569232,557.09557538,569.1054355,581.1441511,593.21061791,605.30374878,617.42247343,629.56573824,641.73250599,653.92175573,666.13248249,678.36369709,690.61442597,702.88371094,715.17060898,727.47419209,739.79354703,752.12777515,764.47599223,776.83732822,789.21092713,801.59594678,813.99155864,826.39694768,838.81131215,851.2338634,863.66382574,876.10043625,888.54294461,900.99061292,913.44271557,925.89841917,938.3563516,950.81531915,963.27473117,975.73400752,988.19257834,1000.64988401,1013.10537492,1025.55851138,1038.00876346,1050.45561088,1062.89854284,1075.3370579,1087.7703678,1100.34479644,1113.04247714,1113.04247714,1113.04247714,1113.04247714,1113.04247714,1113.04247714,1113.04247714,1113.04247714
rule 550+,main,pandl,reissue_costs,0.0,0.04967655,0.10079253,0.15185555,0.20267561,0.2532321,0.30369459,0.35370893,0.40325831,0.45234968,0.50100681,0.54923191,0.59705002,0.64448003,0.69152867,0.73822662,0.78457197,0.83057172,0.8762327,0.92156157,0.9665648,1.01124871,1.05561946,1.09968307,1.14344537,1.1869121,1.23008881,1.27298094,1.31559381,1.35792951,1.39999017,1.44177785,1.48329463,1.52454255,1.56552364,1.60623992,11.76005913,11.80025175,11.84018551,11.87986233,11.91928417,11.95845292,11.99737049,12.03603876,12.0744596,12.11263486,12.15056638,12.18825597,12.22570544,12.26291659,12.29989118,12.33663097,12.37313773,12.40941317,12.44545901,12.48127695,12.51686869,12.5522359,12.58738024,12.62230336,12.65700688,12.69149244,12.72576163,12.75981605,12.79365729,12.8272869,12.86070644,12.89391745,12.92692146,12.95971999,12.99231454,13.0247066,21.10466013,21.13665164,21.16844506,21.20004183,21.23144338,21.26265114,21.29366651,21.32449088,21.35512565,21.38557218,21.41583184,21.44590597,21.47579591,21.50550301,21.53502856,21.56437389,21.59354028,21.62252902,21.65134139,21.67997866,21.70844207,21.73673287,21.7648523,21.79280158,21.82058192,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453,21.84819453
rule 550+,main,pandl,setup_costs,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998,19.39999998
rule 550+,main,pandl,subscription_rev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rule 550+,main,pandl,txn_fraud_costs,0.0,0.15592796,0.35162565,0.54395945,0.75531843,0.98085814,1.22278695,1.47146938,1.73630664,2.01684422,2.3127394,2.62375913,2.94956218,3.27765894,3.60816011,3.9410995,4.27667548,4.61487015,4.95572694,5.29928506,5.64558037,5.99464911,6.34652781,6.70125341,7.05886316,7.41939471,7.77991343,8.14044796,8.5010265,8.86167687,9.22240182,9.58320412,9.94408651,10.30505177,10.66610265,11.02724191,11.38847231,11.74979661,12.11121757,12.47273795,12.83436051,13.19608801,13.55792321,13.91986888,14.28192777,14.64410265,15.00639627,15.36881141,15.73135083,16.09401729,16.45681355,16.81974238,17.18280654,17.5460088,17.90935193,18.2728387,18.63647187,19.0002542,19.36418848,19.72827746,20.09252393,20.45693064,20.82150038,21.18623591,21.55114002,21.91621546,22.28146503,22.6468915,23.01249763,23.37828622,23.74426004,24.11042187,24.47677449,24.84332069,25.21006324,25.57700493,25.94414855,26.31149689,26.67905272,27.04681885,27.41479805,27.78299313,28.15140687,28.52004206,28.88890151,29.257988,29.62730435,29.99685333,30.36663776,30.73666044,31.10692416,31.47743174,31.84818598,32.21918968,32.58997768,32.96102289,33.33186734,33.70297671,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015,34.07390015
