mth,lusa_band,current_to_30_roll_rate,30_to_60_roll_rate,60_to_90_roll_rate,90_to_120_roll_rate,120_to_150_roll_rate,150_to_180_roll_rate,Provision_rate_current,Provision_rate_0_to_30,Provision_rate_30_to_60,Provision_rate_60_to_90,Provision_rate_90_to_120,Provision_rate_120_to_150
19,600,0.091823124,0.302159214,1,1,0,0,0,0,0,0,0,0
19,650,0.078902941,0.324168106,0.617363582,0.904167147,0.894009805,0,0,0,0,0,0,0
19,700,0.052666217,0.112169137,1,0,0,0,0,0,0,0,0,0
19,750,0.054830076,0.257163324,0,0,0,0,0,0,0,0,0,0
19,800,0.052942926,0.027670832,1,0,0,0,0,0,0,0,0,0
19,850,0.035989249,0.248587885,0.932862823,1,1,0,0,0,0,0,0,0
19,900,0.032947289,0.24120059,0.503386381,1,1,0,0,0,0,0,0,0
19,950,0.026155542,0.228164324,1,1,1,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0
20,50,0.100826208,0,0,0,0,0,0,0,0,0,0,0
20,100,0.2,0,0,0,0,0,0,0,0,0,0,0
20,150,0.2,0.6,0,0,0,0,0,0,0,0,0,0
20,200,0.064734459,0,0,0,0,0,0,0,0,0,0,0
20,250,0.167609713,0.6,1,1,0,0,0,0,0,0,0,0
20,300,0.056101321,0,0,0,0,0,0,0,0,0,0,0
20,350,0.119247094,0.486374533,0,0,0,0,0,0,0,0,0,0
20,400,0.014967939,0,0,0,0,0,0,0,0,0,0,0
20,450,0.161407502,0,0,0,0,0,0,0,0,0,0,0
20,500,0.027384869,0,0,0,0,0,0,0,0,0,0,0
20,550,0.037670163,0.068483703,1,1,0,0,0,0,0,0,0,0
20,600,0.070383204,0,0,0,0,0,0,0,0,0,0,0
20,650,0.09692482,0.163065423,1,0,0,0,0,0,0,0,0,0
20,700,0.041222678,0.6,1,0,0,0,0,0,0,0,0,0
20,750,0.061724577,0.286979904,0.447977289,0.98177971,0,0,0,0,0,0,0,0
20,800,0.043783724,0.325694034,0,0,0,0,0,0,0,0,0,0
20,850,0.040041147,0.157901338,0,0,0,0,0,0,0,0,0,0
20,900,0.036420365,0.158038737,0.47754911,1,0,0,0,0,0,0,0,0
20,950,0.011872673,0.18082581,1,1,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0
21,50,0,0,0,0,0,0,0,0,0,0,0,0
21,100,0.2,0.6,0.986931828,0.909090443,0.899999436,0,0,0,0,0,0,0
21,150,0,0,0,0,0,0,0,0,0,0,0,0
21,200,0.124381437,0,0,0,0,0,0,0,0,0,0,0
21,250,0,0,0,0,0,0,0,0,0,0,0,0
21,300,0.118048935,0,0,0,0,0,0,0,0,0,0,0
21,350,0,0,0,0,0,0,0,0,0,0,0,0
21,400,0.044421163,0,0,0,0,0,0,0,0,0,0,0
21,450,0.012979672,0,0,0,0,0,0,0,0,0,0,0
21,500,0.017815494,0,0,0,0,0,0,0,0,0,0,0
21,550,0.041709241,0,0,0,0,0,0,0,0,0,0,0
21,600,0.070910674,0.151455612,0,0,0,0,0,0,0,0,0,0
21,650,0.063522324,0.6,1,0,0,0,0,0,0,0,0,0
21,700,0.050865801,0.042528084,0,0,0,0,0,0,0,0,0,0
21,750,0.041300802,0,0,0,0,0,0,0,0,0,0,0
21,800,0.013687295,0,0,0,0,0,0,0,0,0,0,0
21,850,0.029532131,0.136962461,1,0,0,0,0,0,0,0,0,0
21,900,0.020921867,0.233226674,0,0,0,0,0,0,0,0,0,0
21,950,0.012886897,0.009742262,0,0,0,0,0,0,0,0,0,0
22,0,0.114834743,0,0,0,0,0,0,0,0,0,0,0
22,50,0,0,0,0,0,0,0,0,0,0,0,0
22,100,0,0,0,0,0,0,0,0,0,0,0,0
22,150,0.106487753,0,0,0,0,0,0,0,0,0,0,0
22,200,0.02949738,0,0,0,0,0,0,0,0,0,0,0
22,250,0.110511714,0,0,0,0,0,0,0,0,0,0,0
22,300,0.003815597,0,0,0,0,0,0,0,0,0,0,0
22,350,0.033501991,0,0,0,0,0,0,0,0,0,0,0
22,400,0.045364854,0,0,0,0,0,0,0,0,0,0,0
22,450,0.2,0,0,0,0,0,0,0,0,0,0,0
22,500,0,0,0,0,0,0,0,0,0,0,0,0
22,550,0.045712121,0,0,0,0,0,0,0,0,0,0,0
22,600,0.177763319,0,0,0,0,0,0,0,0,0,0,0
22,650,0.07236015,0,0,0,0,0,0,0,0,0,0,0
22,700,0.060080529,0,0,0,0,0,0,0,0,0,0,0
22,750,0.058368432,0,0,0,0,0,0,0,0,0,0,0
22,800,0.034164065,0.6,0.779777209,0.83333409,0,0,0,0,0,0,0,0
22,850,0.01398135,0.194339159,0,0,0,0,0,0,0,0,0,0
22,900,0.018490963,0.517255443,0,0,0,0,0,0,0,0,0,0
22,950,0.006995397,0.066449602,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0
23,50,0.005666033,0,0,0,0,0,0,0,0,0,0,0
23,100,0,0,0,0,0,0,0,0,0,0,0,0
23,150,0.2,0.113414426,1,0,0,0,0,0,0,0,0,0
23,200,0,0,0,0,0,0,0,0,0,0,0,0
23,250,0.13168425,0,0,0,0,0,0,0,0,0,0,0
23,300,0.2,0,0,0,0,0,0,0,0,0,0,0
23,350,0.109479845,0,0,0,0,0,0,0,0,0,0,0
23,400,0.072125814,0,0,0,0,0,0,0,0,0,0,0
23,450,0.2,0,0,0,0,0,0,0,0,0,0,0
23,500,0,0,0,0,0,0,0,0,0,0,0,0
23,550,0,0,0,0,0,0,0,0,0,0,0,0
23,600,0.159795451,0,0,0,0,0,0,0,0,0,0,0
23,650,0.083668574,0,0,0,0,0,0,0,0,0,0,0
23,700,0.149986035,0,0,0,0,0,0,0,0,0,0,0
23,750,0.113792548,0,0,0,0,0,0,0,0,0,0,0
23,800,0.086156841,0,0,0,0,0,0,0,0,0,0,0
23,850,0.02562903,0,0,0,0,0,0,0,0,0,0,0
23,900,0.019986531,0,0,0,0,0,0,0,0,0,0,0
23,950,0.00785747,0,0,0,0,0,0,0,0,0,0,0
24,0,0.127942767,0,0,0,0,0,0,0,0,0,0,0
24,50,0,0,0,0,0,0,0,0,0,0,0,0
24,100,0,0,0,0,0,0,0,0,0,0,0,0
24,150,0,0,0,0,0,0,0,0,0,0,0,0
24,200,0,0,0,0,0,0,0,0,0,0,0,0
24,250,0,0,0,0,0,0,0,0,0,0,0,0
24,300,0.2,0,0,0,0,0,0,0,0,0,0,0
24,350,0,0,0,0,0,0,0,0,0,0,0,0
24,400,0.176268511,0,0,0,0,0,0,0,0,0,0,0
24,450,0,0,0,0,0,0,0,0,0,0,0,0
24,500,0,0,0,0,0,0,0,0,0,0,0,0
24,550,0.2,0,0,0,0,0,0,0,0,0,0,0
24,600,0.089736135,0,0,0,0,0,0,0,0,0,0,0
24,650,0.2,0,0,0,0,0,0,0,0,0,0,0
24,700,0,0,0,0,0,0,0,0,0,0,0,0
24,750,0.070420961,0,0,0,0,0,0,0,0,0,0,0
24,800,0,0,0,0,0,0,0,0,0,0,0,0
24,850,0.074572838,0,0,0,0,0,0,0,0,0,0,0
24,900,0.163843329,0,0,0,0,0,0,0,0,0,0,0
24,950,0.001363713,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0
25,50,0,0,0,0,0,0,0,0,0,0,0,0
25,100,0.2,0,0,0,0,0,0,0,0,0,0,0
25,150,0.2,0,0,0,0,0,0,0,0,0,0,0
25,200,0,0,0,0,0,0,0,0,0,0,0,0
25,250,0,0,0,0,0,0,0,0,0,0,0,0
25,300,0.118300676,0,0,0,0,0,0,0,0,0,0,0
25,350,0,0,0,0,0,0,0,0,0,0,0,0
25,400,0,0,0,0,0,0,0,0,0,0,0,0
25,450,0,0,0,0,0,0,0,0,0,0,0,0
25,500,0.182319963,0,0,0,0,0,0,0,0,0,0,0
25,550,0,0,0,0,0,0,0,0,0,0,0,0
25,600,0,0,0,0,0,0,0,0,0,0,0,0
25,650,0.2,0,0,0,0,0,0,0,0,0,0,0
25,700,0.2,0,0,0,0,0,0,0,0,0,0,0
25,750,0,0,0,0,0,0,0,0,0,0,0,0
25,800,0.000229958,0,0,0,0,0,0,0,0,0,0,0
25,850,0,0,0,0,0,0,0,0,0,0,0,0
25,900,0,0,0,0,0,0,0,0,0,0,0,0
25,950,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0
26,50,0,0,0,0,0,0,0,0,0,0,0,0
26,100,0,0,0,0,0,0,0,0,0,0,0,0
26,150,0,0,0,0,0,0,0,0,0,0,0,0
26,200,0,0,0,0,0,0,0,0,0,0,0,0
26,250,0,0,0,0,0,0,0,0,0,0,0,0
26,300,0,0,0,0,0,0,0,0,0,0,0,0
26,350,0,0,0,0,0,0,0,0,0,0,0,0
26,400,0.2,0,0,0,0,0,0,0,0,0,0,0
26,450,0,0,0,0,0,0,0,0,0,0,0,0
26,500,0,0,0,0,0,0,0,0,0,0,0,0
26,550,0,0,0,0,0,0,0,0,0,0,0,0
26,600,0,0,0,0,0,0,0,0,0,0,0,0
26,650,0,0,0,0,0,0,0,0,0,0,0,0
26,700,0,0,0,0,0,0,0,0,0,0,0,0
26,750,0,0,0,0,0,0,0,0,0,0,0,0
26,800,0,0,0,0,0,0,0,0,0,0,0,0
26,850,0.2,0,0,0,0,0,0,0,0,0,0,0
26,900,0,0,0,0,0,0,0,0,0,0,0,0
26,950,0,0,0,0,0,0,0,0,0,0,0,0
27,50,0,0,0,0,0,0,0,0,0,0,0,0
27,200,0,0,0,0,0,0,0,0,0,0,0,0
27,350,0,0,0,0,0,0,0,0,0,0,0,0
27,450,0,0,0,0,0,0,0,0,0,0,0,0
27,500,0,0,0,0,0,0,0,0,0,0,0,0
27,700,0,0,0,0,0,0,0,0,0,0,0,0
27,900,0,0,0,0,0,0,0,0,0,0,0,0
27,950,0,0,0,0,0,0,0,0,0,0,0,0
